created_at_localtime,entities.hashtags,entities.user_mentions,lang,place.full_name,favorite_count,quote_count,reply_count,retweet_count,text,user.id,lon,lat
2021-06-29T13:59:38.000Z,[],[],ja,大阪 和泉市,0,0,0,0,"ソフトクリーム (@ 道の駅 いずみ山愛の里 in 和泉市, 大阪府) https://t.co/BIiik7A39d",158335158,135.48334259,34.42359279
2021-06-29T13:59:43.000Z,[],[],ja,新潟 南魚沼市,0,0,0,0,"I'm at 南魚沼警察署 in 南魚沼市, 新潟県 https://t.co/dRYrxudfss",2529531956,138.87364,37.060387
2021-06-29T13:59:49.000Z,[],[],ja,東京 渋谷区,0,0,0,0,スイスの朝食と山羊ミルク🍳🥛🇨🇭 場所: WORLD BREAKFAST ALLDAY https://t.co/ff1K2EUov5,12833752,139.71379031,35.67037388
2021-06-29T13:59:51.000Z,[],[],ja,愛知 名古屋市 中区,0,0,0,0,"Nagoya-shi, Aichi, Japanに写真を投稿しましたhttps://t.co/F2QoSsESVb",4467366378,136.917,35.1667
2021-06-29T13:59:55.000Z,[],[],ja,新潟 南魚沼市,0,0,0,0,"I'm at 六日町駅 in 南魚沼市, 新潟県 https://t.co/GBTRjc1cBe",2529531956,138.87587651,37.06726714
2021-06-29T13:59:59.000Z,[],[],ja,愛媛 松山市,0,0,0,0,"I'm at フジグラン松山 in 松山市, 愛媛県 https://t.co/JNVceJVO0D",11588872,132.75279428,33.84504095
2021-06-29T14:00:02.000Z,,,und,兵庫 明石市,0,0,0,0,14:00 (JST),130744155,135.001472,34.649389
2021-06-29T14:00:05.000Z,[],[],ja,東京 中央区,0,0,0,0,久しぶりに都内をぶらぶらして、ちょっと遅いお昼ごはんと昼飲みビール。 - Drinking a Shut the Funk Up! by Craftrock Brewing @ CRAFTROCK BREW PUB & LIVE… https://t.co/eUnxWte06q,103498733,139.7726898,35.6874199
2021-06-29T14:00:05.000Z,,,en,福島 南会津町,0,0,0,0,"13:42 Temp. 21.8°C, Hum. 79%, Dewp. 17.1°C, Bar. 1006.8 hpa, Rain Today 6.9000 mm, Wind 348° 4.2 m/s",1379656083103309825,139.77733076,37.20160336
2021-06-29T14:00:06.000Z,"[{""text"":""淡路島"",""indices"":[0,4]},{""text"":""淡路市"",""indices"":[5,9]},{""text"":""天気"",""indices"":[78,81]}]",[],ja,兵庫 洲本市,0,0,0,0,#淡路島 #淡路市 14時00分の観測値 気温31.7℃↗ 湿度54％↘ 気圧996hpa→ 北西の風0.4m/s↗ 時間雨量0.0mm 日雨量6.6mm #天気 https://t.co/5SkUemSo1x,412034134,134.88108695,34.34321904
2021-06-29T14:00:06.000Z,[],[],ja,滋賀 栗東市,0,0,0,0,"それな銀行 (@ 関西みらい銀行 栗東支店 in Rittō-shi, Shiga) https://t.co/WVZg5n2f4H",123314996,135.99198014,35.02510939
2021-06-29T14:00:07.000Z,"[{""text"":""聖火リレー"",""indices"":[63,69]},{""text"":""聖火ランナー"",""indices"":[70,77]},{""text"":""東京五輪"",""indices"":[78,83]},{""text"":""東京オリンピック"",""indices"":[84,93]}]",[],ja,東京 千代田区,0,0,0,0,【ムラムラ体育会系女子の止まらないモーレツ性獣SEX /インサイド・アウト】 https://t.co/eGDGcbuWYk #聖火リレー #聖火ランナー #東京五輪 #東京オリンピック,571706581,139.75300598,35.68239975
2021-06-29T14:00:08.000Z,[],[],ja,埼玉 さいたま市 大宮区,0,0,0,0,"I'm at 大栄橋 in さいたま市, 埼玉県 https://t.co/F5yuRwGXfN",111845631,139.62414262,35.90915937
2021-06-29T14:00:14.000Z,[],"[{""screen_name"":""rekishi_neya"",""name"":""歴史を刻め 寝屋川"",""id"":1168836357000593400,""id_str"":""1168836357000593408"",""indices"":[25,38]}]",ja,大阪 寝屋川市,0,0,0,0,"I'm at ラーメン荘 歴史を刻め 寝屋川 - @rekishi_neya in 寝屋川市, 大阪府 https://t.co/HvLZOrkJOV",2602090988,135.622141,34.767186
2021-06-29T14:00:17.000Z,[],[],ja,"Setagaya-ku, Tokyo",0,0,0,0,世田谷区太子堂二丁目 26-2 https://t.co/7fPjEIRiQu,1217747037036269568,139.66958202,35.64681077
2021-06-29T14:00:21.000Z,[],"[{""screen_name"":""shinkeisei_info"",""name"":""新京成電鉄【公式】"",""id"":941119282288590800,""id_str"":""941119282288590848"",""indices"":[15,31]}]",ja,千葉 習志野市,0,0,0,0,"I'm at 新津田沼駅 - @shinkeisei_info in 習志野市, 千葉県 https://t.co/WpQ0og6xf9",2951289997,140.02365,35.690285
2021-06-29T14:00:33.000Z,[],[],ja,大阪 大阪市 都島区,0,0,0,0,"I'm at 麺スタイル林 in 大阪市, 大阪府 https://t.co/VpqSINOf8Q",1060019634873675776,135.52524,34.70899
2021-06-29T14:00:33.000Z,[],[],ja,滋賀 栗東市,0,0,0,0,"I'm at 上鈎池 in 栗東市, 滋賀県 https://t.co/ZOwfvI6UY5",362486249,135.98944736,35.02584956
2021-06-29T14:00:34.000Z,[],[],ja,東京 世田谷区,0,0,0,0,"Sangenjiyaya, Setagaya-kuに写真を投稿しましたhttps://t.co/oY6QcCJn5w",106446335,139.66823526,35.6413201
2021-06-29T14:00:40.000Z,[],[],ja,東京 港区,0,0,0,0,"I'm at おにやんま in 港区, 東京都 https://t.co/2RZh0fX0vx",830426336,139.756617,35.665819
2021-06-29T14:00:40.000Z,[],"[{""screen_name"":""twr_official"",""name"":""りんかい線 公式 お知らせ"",""id"":614027297,""id_str"":""614027297"",""indices"":[18,31]}]",ja,東京 江東区,0,0,0,0,"I'm at 東京テレポート駅 - @twr_official in 江東区, 東京都 https://t.co/xS9XasDJ4I",25306646,139.77877469,35.62748921
2021-06-29T14:00:40.000Z,[],[],ja,東京 中央区,0,0,0,0,"I'm at あちこーこー酒場  合家 (ゴーヤ) in 中央区, 東京都 https://t.co/Ry7TiTBcGQ",136015339,139.78406448,35.68722918
2021-06-29T14:00:45.000Z,[],[],ja,東京 新宿区,0,0,0,0,"I'm at バスタ新宿前交差点 in 新宿区/渋谷区, 東京都 https://t.co/o8Hezku2oZ",1632598338,139.70193758,35.68943041
2021-06-29T14:00:45.000Z,[],[],ja,埼玉 上尾市,0,0,0,0,通過、帰宅 (@ 東京書店 上尾店 in 上尾市) https://t.co/waLjwBASOg https://t.co/0tqMigrxbU,1046391687197544448,139.578314,35.992551
2021-06-29T14:00:47.000Z,[],[],ja,鹿児 阿久根市,0,0,0,0,"なんかわからんけど止まってる (@ 牛ノ浜駅 in 阿久根市, 鹿児島県) https://t.co/xjcX3CpCwL",930670812,130.20699911,31.97418791
2021-06-29T14:00:56.000Z,[],[],ja,山口 下関市,0,0,0,0,"I'm at 山の田橋 in 下関市, 山口県 https://t.co/HAeP9itLUx https://t.co/vjD7K9ZPR9",308418188,130.93108,33.987366
2021-06-29T14:00:58.000Z,[],"[{""screen_name"":""CAFEGIANGJAPAN"",""name"":""CAFE GIANG JAPAN"",""id"":977126448761790500,""id_str"":""977126448761790464"",""indices"":[32,47]}]",ja,神奈 横浜市 中区,0,0,0,0,"ローズホテル横のベトナムカフェでバインミーをきめるぞ！ (at @CAFEGIANGJapan in 横浜市, 神奈川県) https://t.co/wbuwQMWQfj https://t.co/pvFiTwWnNm",61531185,139.64737236,35.44383554
2021-06-29T14:00:59.000Z,[],[],ja,東京 新宿区,0,0,0,0,イベリコ豚、ぜひ召し上がっていただきたい一皿🍽 場所: 小笠原伯爵邸 https://t.co/OyZGwKfOI9,2744088860,139.717484,35.698402
2021-06-29T14:01:00.000Z,[],[],ja,東京 昭島市,0,0,0,0,"I'm at 和田橋 in 昭島市, 東京都 https://t.co/qRWMn1vBh1",1553017946,139.3772,35.700233
2021-06-29T14:01:03.000Z,[],[],ja,"Setagaya-ku, Tokyo",0,0,0,0,Thisに写真を投稿しましたhttps://t.co/vdl5ywq3xv,1040469735509377025,139.65514541,35.64321645
2021-06-29T14:01:03.000Z,[],[],ja,山口 下関市,0,0,0,0,"I'm at 下関東郵便局 in 下関市, 山口県 https://t.co/GUXYWJ4zdR",308418188,130.93067508,33.9876177
2021-06-29T14:01:03.000Z,[],[],ja,埼玉 越谷市,0,0,0,0,"かげとら🥺 (@ 麺処景虎 新越谷ヴァリエ店 in 越谷市, 埼玉県) https://t.co/hX9UpY5F8E https://t.co/TQ6dtC80iT",864122144850026500,139.79013527,35.87570326
2021-06-29T14:01:04.000Z,[],[],ja,和歌 橋本市,0,0,0,0,"I'm at ミスタードーナツ オークワ橋本ショップ in 橋本市, 和歌山県 https://t.co/nFVRAbtlRE",376819743,135.62322114,34.31975243
2021-06-29T14:01:09.000Z,"[{""text"":""エルナアドリアーン"",""indices"":[85,95]}]",[],ja,兵庫 芦屋市,0,0,0,0,"《セールやります🙌》

通常170円→100円！

在庫している分だけですが
お夕飯などにいかがですか？

19時までお待ちしていますが、
売り切れたら御免なさい🙏💦

#エルナアドリアーン 場所: エルナ•アドリアーン https://t.co/9zk1c9Qb7b",780981235170631680,135.29508238,34.73121043
2021-06-29T14:01:10.000Z,[],[],ja,神奈 川崎市 多摩区,0,0,0,0,"I'm at 大岡家 向ヶ丘遊園店 in 川崎市, 神奈川県 https://t.co/4YSRmxSIj9",121708165,139.565841,35.615595
2021-06-29T14:01:11.000Z,[],[],ja,静岡 浜松市 東区,0,0,0,0,"I'm at バーガーキング イオンモール浜松市野店 in 浜松市, 静岡県 https://t.co/WwlbcLQqC6",222780128,137.763721,34.740591
2021-06-29T14:01:13.000Z,[],[],ja,静岡 浜松市 中区,0,0,0,0,I'm at 鎌田自動車 in 浜松市 https://t.co/gDKyxP7yn0,146446220,137.75187776,34.71029759
2021-06-29T14:01:15.000Z,[],[],ja,千葉 成田市,0,0,0,0,"I'm at 空港第2ビル駅 in 成田市, 千葉県 https://t.co/3AoOriPTLu",938725447,140.38768351,35.77272225
2021-06-29T14:01:17.000Z,[],[],ja,新潟 西区,0,0,0,0,"I'm at ニトリ 新潟店 in 新潟市, 新潟県 https://t.co/crYvXwFjbw",702683173,138.9919,37.868828
2021-06-29T14:01:18.000Z,[],[],ja,兵庫 北区,0,0,0,0,"I'm at やきもち地蔵前交差点 in 神戸市, 兵庫県 https://t.co/NXFgOQ6357 https://t.co/T2evJiosla",1850506806,135.156541,34.748412
2021-06-29T14:01:22.000Z,[],[],ja,京都 京都市 南区,0,0,0,0,"I'm at 来来亭 十条竹田店 in 京都市, 京都府 https://t.co/iRbHTlci2X",2395973929,135.76160372,34.97311459
2021-06-29T14:01:22.000Z,[],[],ja,神奈 川崎市 宮前区,0,0,0,0,I'm at 三ツ又の庚申様 https://t.co/n6l4c69zyM https://t.co/W2JM0y5V1K,108328072,139.59507751,35.57753754
2021-06-29T14:01:27.000Z,"[{""text"":""ホテイラン"",""indices"":[16,22]},{""text"":""calypso_bulbosa"",""indices"":[23,39]},{""text"":""東洋蘭"",""indices"":[78,82]},{""text"":""蘭"",""indices"":[83,85]},{""text"":""花"",""indices"":[86,88]},{""text"":""orchids"",""indices"":[89,97]},{""text"":""orchid"",""indices"":[98,105]},{""text"":""自然"",""indices"":[106,109]},{""text"":""野山"",""indices"":[110,113]}]",[],ja,茨城 土浦市,0,0,0,0,"6月梅雨時期の#ヒメホティラン
#ホテイラン #calypso_bulbosa
褐色の新芽はすくすく育ってますが
未だ新芽を出さない株は、青々としてます。
#東洋蘭 #蘭 #花 #orchids #orchid
#自然 #野山… https://t.co/IH3hzaBefN",137964439,140.2032,36.0678
2021-06-29T14:01:28.000Z,[],[],ja,神奈 横浜市 港北区,0,0,0,0,"武蔵家3件目。 (@ 武蔵家 菊名店 in Yokohama, 神奈川県) https://t.co/7tsK8gepCD https://t.co/pUYgK92TBa",817749826196500483,139.63194,35.509984
2021-06-29T14:01:29.000Z,[],[],ja,神奈 横浜市 神奈川区,0,0,0,0,"I'm at 叙々苑 in 横浜市, 神奈川県 https://t.co/ZgUx5UPWwh",922378750251081729,139.62465,35.464558
2021-06-29T14:01:29.000Z,"[{""text"":""本気食堂好きな人と繋がりたい"",""indices"":[20,35]},{""text"":""初海苔弁"",""indices"":[36,41]},{""text"":""最近出たばかり"",""indices"":[42,50]}]",[],ja,北海道 北見市,0,0,0,0,"今日の夜勤前ご飯🍚
平日限定ですよ😊

#本気食堂好きな人と繋がりたい
#初海苔弁
#最近出たばかり 場所: 本気食堂 https://t.co/JbInuO1pJZ",1295257071810560000,143.89258,43.794426
2021-06-29T14:01:30.000Z,[],[],ja,神奈 海老名市,0,0,0,0,"I'm at 海老名駅西口自由通路 in 海老名市, 神奈川県 https://t.co/5dLaIzj2kt",140661586,139.38998222,35.45362618
2021-06-29T14:01:34.000Z,[],[],ja,東京 台東区,0,0,0,0,台東区東上野に写真を投稿しましたhttps://t.co/DfEx0viOHx,1323095581640724480,139.78179428,35.71210117
